timestamp,zone_id,vehicle_count,average_speed,congestion_level,road_type,accident_count,is_event,temperature,humidity,rainfall,wind_speed,pressure,visibility,AQI,PM2_5,PM10,NO2,CO,SO2,O3,energy_consumption,peak_demand,hour,day,month,day_of_week,is_weekend,is_peak,vehicle_count_lag_1,vehicle_count_lag_24,vehicle_count_rolling_mean_24,vehicle_count_rolling_std_24
2024-01-07 04:00:00,Z2,2570.0,54.0,Low,Residential,0,0,27.2,73.9,0.0,9.6,1010.2,9.6,61.3,34.1,53.4,18.3,1.08,11.5,24.5,547.6,684.1,4,7,1,6,1,0,2176.0,2679.0,3190.0833333333335,963.1341464500005
2024-01-07 05:00:00,Z2,2424.0,51.8,Low,Residential,0,0,27.3,73.0,0.53,4.4,1009.2,8.8,53.1,29.5,52.9,18.7,1.11,7.3,26.1,578.0,638.6,5,7,1,6,1,0,2570.0,2161.0,3201.0416666666665,952.3522128492382
2024-01-07 06:00:00,Z2,2612.0,52.1,Low,Highway,0,0,27.3,69.7,0.28,12.1,1015.1,9.5,64.6,36.6,61.1,20.8,1.15,17.0,30.1,575.8,655.0,6,7,1,6,1,0,2424.0,2609.0,3201.1666666666665,952.2713198803515
2024-01-07 07:00:00,Z2,4810.0,44.1,Low,Residential,0,0,27.3,71.0,0.0,17.7,1017.9,10.0,90.8,59.4,81.9,26.2,1.29,15.0,36.5,583.1,651.6,7,7,1,6,1,1,2612.0,4296.0,3222.5833333333335,983.2411317618918
2024-01-07 08:00:00,Z2,4786.0,43.8,Low,Residential,1,0,25.4,67.2,0.23,11.6,1015.0,10.0,75.2,43.0,63.4,24.7,1.38,9.3,22.6,586.1,667.2,8,7,1,6,1,1,4810.0,3620.0,3271.1666666666665,1031.3611802166936
2024-01-07 09:00:00,Z2,4962.0,48.0,Medium,Highway,0,0,26.1,59.5,0.0,8.3,1013.1,9.8,80.7,51.7,75.1,27.8,1.07,11.2,38.6,592.6,674.2,9,7,1,6,1,1,4786.0,5203.0,3261.125,1012.7395610314928
2024-01-07 10:00:00,Z2,2497.0,47.5,Low,Highway,0,0,25.4,57.4,0.32,4.3,1014.2,8.9,70.1,41.3,60.5,18.5,1.27,12.9,32.7,553.6,641.7,10,7,1,6,1,0,4962.0,3228.0,3230.6666666666665,1024.7009602664643
2024-01-07 11:00:00,Z2,3390.0,45.1,Low,Highway,0,0,22.9,52.5,0.0,6.4,1013.5,9.6,56.1,35.3,48.0,18.3,1.07,11.0,30.9,551.3,672.2,11,7,1,6,1,0,2497.0,3271.0,3235.625,1025.1924024086998
2024-01-07 12:00:00,Z2,2815.0,50.6,Low,Commercial,0,0,25.8,45.1,0.0,11.8,1008.5,10.0,64.5,38.4,65.7,18.0,1.22,10.8,32.0,573.8,602.8,12,7,1,6,1,0,3390.0,2635.0,3243.125,1021.2582313009771
2024-01-07 13:00:00,Z2,2627.0,52.3,Low,Highway,0,0,22.6,49.5,0.13,14.3,1008.0,9.0,63.7,38.5,64.7,20.2,1.22,9.5,41.8,553.1,674.1,13,7,1,6,1,0,2815.0,1729.0,3280.5416666666665,978.9459273234596
2024-01-07 14:00:00,Z2,2473.0,49.5,Low,Highway,0,0,19.2,38.0,0.11,11.0,1012.7,9.7,60.1,37.0,44.5,18.6,1.04,8.4,23.4,557.3,624.2,14,7,1,6,1,0,2627.0,2355.0,3285.4583333333335,974.3810512171377
2024-01-07 15:00:00,Z2,2546.0,53.4,Low,Highway,0,0,21.1,50.6,0.0,13.2,1013.3,10.0,61.5,43.0,55.7,15.6,1.13,10.9,28.2,547.9,602.7,15,7,1,6,1,0,2473.0,2861.0,3272.3333333333335,982.4353797386975
2024-01-07 16:00:00,Z2,2516.0,53.8,Low,Highway,1,0,18.0,40.7,0.0,12.8,1013.0,10.0,66.2,31.7,53.9,21.3,1.01,10.8,23.9,574.0,626.9,16,7,1,6,1,0,2546.0,3325.0,3238.625,994.3562397459671
2024-01-07 17:00:00,Z2,5254.0,52.0,Medium,Residential,0,0,20.3,50.3,0.0,12.0,1015.7,10.0,78.0,48.2,73.1,27.0,1.34,12.4,40.5,548.0,595.8,17,7,1,6,1,1,2516.0,4612.0,3265.375,1040.474883740906
2024-01-07 18:00:00,Z2,4640.0,39.5,Low,Commercial,0,0,20.7,47.7,0.04,7.4,1012.1,9.9,73.1,38.9,58.3,24.4,1.16,9.4,29.2,714.5,841.9,18,7,1,6,1,1,5254.0,4232.0,3282.375,1060.1028995379154
2024-01-07 19:00:00,Z2,4572.0,44.2,Low,Residential,0,0,17.9,58.2,0.54,10.7,1015.3,8.4,69.3,38.9,60.1,22.4,1.31,8.8,14.2,713.7,825.3,19,7,1,6,1,1,4640.0,4347.0,3291.75,1070.8674764759237
2024-01-07 20:00:00,Z2,3517.0,44.7,Low,Residential,0,0,20.9,59.1,0.75,6.6,1012.4,8.1,67.3,34.5,59.4,22.2,1.3,6.9,35.8,719.3,807.0,20,7,1,6,1,1,4572.0,4990.0,3230.375,1009.771683728985
2024-01-07 21:00:00,Z2,2889.0,47.8,Low,Residential,0,0,20.8,55.2,0.0,10.1,1020.3,9.9,54.2,30.7,49.6,13.1,1.08,7.3,29.9,721.8,871.2,21,7,1,6,1,0,3517.0,2904.0,3229.75,1009.987096344606
2024-01-07 22:00:00,Z2,3364.0,48.6,Low,Highway,0,0,22.2,69.0,0.26,11.3,1013.3,9.6,67.5,40.4,67.7,18.7,1.11,13.0,26.6,552.9,639.1,22,7,1,6,1,0,2889.0,3002.0,3244.8333333333335,1009.1406876824616
2024-01-07 23:00:00,Z2,2353.0,53.5,Low,Residential,0,0,24.8,67.2,0.0,16.7,1022.4,10.0,62.4,40.8,58.2,18.3,1.02,5.0,29.2,560.3,610.4,23,7,1,6,1,0,3364.0,2616.0,3233.875,1017.6581519009388
2024-01-08 00:00:00,Z2,4282.0,44.8,Low,Residential,0,0,22.7,77.0,0.25,4.8,1014.4,9.5,75.4,45.4,71.6,20.5,1.28,12.0,32.4,565.8,689.0,0,8,1,0,0,0,2353.0,2894.0,3291.7083333333335,1036.7638815152138
2024-01-08 01:00:00,Z2,4598.0,48.9,Low,Commercial,0,0,23.0,74.3,0.0,11.9,1012.1,10.0,89.6,54.5,74.5,24.0,1.5,14.5,29.3,554.2,590.0,1,8,1,0,0,0,4282.0,2970.0,3359.5416666666665,1067.5997857513046
2024-01-08 02:00:00,Z2,4760.0,51.0,Low,Commercial,1,0,23.8,77.0,0.0,15.9,1009.4,10.0,76.8,47.4,70.0,24.4,1.08,11.0,32.7,568.3,649.2,2,8,1,0,0,0,4598.0,1956.0,3476.375,1060.7308314266775
2024-01-08 03:00:00,Z2,4510.0,46.9,Low,Residential,1,0,24.7,69.9,0.1,13.0,1007.2,10.0,74.9,48.4,71.3,18.9,1.37,10.1,35.5,542.3,643.2,3,8,1,0,0,0,4760.0,2176.0,3573.625,1043.1739115711284
2024-01-08 04:00:00,Z2,4954.0,43.7,Medium,Highway,0,0,26.4,70.4,0.0,13.3,1009.0,10.0,82.8,48.0,80.2,28.4,1.37,13.9,23.8,555.7,674.0,4,8,1,0,0,0,4510.0,2570.0,3672.9583333333335,1056.8664297641017
2024-01-08 05:00:00,Z2,4164.0,53.8,Low,Highway,0,0,27.5,68.8,0.21,12.4,1009.5,9.1,83.4,49.8,75.8,28.4,1.3,9.7,19.6,604.8,679.6,5,8,1,0,0,0,4954.0,2424.0,3745.4583333333335,1026.7150647942021
2024-01-08 06:00:00,Z2,3991.0,36.8,Low,Highway,0,0,27.5,72.4,0.42,15.2,1014.6,8.6,66.3,45.0,69.6,23.0,1.11,10.2,27.1,571.3,633.7,6,8,1,0,0,0,4164.0,2612.0,3802.9166666666665,998.7304078359847
2024-01-08 07:00:00,Z2,8249.0,27.499999999999993,High,Residential,0,0,28.2,72.9,0.0,5.7,1010.9,10.0,98.3,56.3,84.0,24.4,1.45,15.1,27.9,569.7,650.4,7,8,1,0,0,1,3991.0,4810.0,3946.2083333333335,1338.433476905539
2024-01-08 08:00:00,Z2,8242.0,29.7,High,Highway,2,0,26.6,56.7,0.0,4.5,1013.7,9.3,105.5,62.5,89.0,34.1,1.42,13.4,43.5,581.7,688.9,8,8,1,0,0,1,8249.0,4786.0,4090.2083333333335,1594.1906486601165
2024-01-08 09:00:00,Z2,7536.0,32.1,High,Residential,0,0,28.1,62.2,0.46,10.0,1018.1,8.9,97.7,50.0,98.1,32.2,1.42,16.2,21.5,612.5,756.0,9,8,1,0,0,1,8242.0,4962.0,4197.458333333333,1735.6943975442994
2024-01-08 10:00:00,Z2,3795.0,50.4,Low,Residential,0,0,24.7,42.3,0.3,1.4,1012.6,9.8,64.8,36.3,61.8,23.1,1.14,10.6,32.4,555.2,588.1,10,8,1,0,0,0,7536.0,2497.0,4251.541666666667,1700.2662190315116
2024-01-08 11:00:00,Z2,4492.0,47.8,Low,Residential,1,0,28.2,43.9,0.0,14.9,1021.3,10.0,69.1,32.7,63.6,21.2,1.1,8.2,28.0,621.3,661.5,11,8,1,0,0,0,3795.0,3390.0,4297.458333333333,1690.8421616400842
2024-01-08 12:00:00,Z2,3839.0,44.6,Low,Residential,0,0,24.0,42.6,0.0,14.9,1008.3,9.9,71.5,40.6,63.5,15.1,1.09,14.9,47.5,565.7,622.0,12,8,1,0,0,0,4492.0,2815.0,4340.125,1664.522344659142
2024-01-08 13:00:00,Z2,4117.0,48.2,Low,Commercial,0,0,20.8,38.9,0.15,8.3,1012.4,9.4,65.6,44.3,61.1,16.0,1.1,12.0,34.8,558.4,596.5,13,8,1,0,0,0,3839.0,2627.0,4402.208333333333,1625.1699571099498
2024-01-08 14:00:00,Z2,4821.0,43.1,Low,Highway,0,0,19.5,37.1,0.03,8.5,1010.8,10.0,83.8,48.8,64.7,27.1,1.35,14.3,38.0,576.9,667.2,14,8,1,0,0,0,4117.0,2473.0,4500.041666666667,1573.8475280873522
2024-01-08 15:00:00,Z2,4911.0,41.6,Low,Highway,0,0,21.0,47.4,0.0,9.7,1016.7,9.5,68.6,47.9,61.9,20.2,1.0,9.6,30.2,563.0,637.1,15,8,1,0,0,0,4821.0,2546.0,4598.583333333333,1519.274223656371
2024-01-08 16:00:00,Z2,5433.0,43.3,Medium,Residential,0,0,19.3,45.6,0.0,10.2,1004.0,9.9,94.3,52.5,83.7,26.7,1.38,13.1,14.1,557.5,688.9,16,8,1,0,0,0,4911.0,2516.0,4720.125,1460.985769430443
2024-01-08 17:00:00,Z2,7492.0,36.9,High,Residential,1,0,20.3,50.8,0.62,10.5,1007.2,8.8,96.6,55.2,88.7,32.4,1.41,13.6,31.3,542.8,670.8,17,8,1,0,0,1,5433.0,5254.0,4813.375,1564.3112336966608
2024-01-08 18:00:00,Z2,8361.0,28.0,High,Highway,1,0,19.8,55.3,0.17,12.2,1012.6,9.6,104.5,65.5,99.5,36.9,1.48,14.1,37.1,729.3,908.3,18,8,1,0,0,1,7492.0,4640.0,4968.416666666667,1722.7540619516815
2024-01-08 19:00:00,Z2,6994.0,31.1,Medium,Commercial,0,0,19.1,56.8,1.41,9.3,1019.2,7.2,84.9,50.5,75.6,29.3,1.38,10.0,22.0,752.9,837.3,19,8,1,0,0,1,8361.0,4572.0,5069.333333333333,1768.845082966916
2024-01-08 20:00:00,Z2,7426.0,36.0,High,Residential,1,0,18.4,62.6,0.28,13.8,1013.9,9.0,105.4,74.8,100.5,28.6,1.57,17.7,22.4,697.8,814.8,20,8,1,0,0,1,6994.0,3517.0,5232.208333333333,1799.3979422879613
2024-01-08 21:00:00,Z2,4050.0,41.5,Low,Residential,0,0,18.0,62.8,0.84,11.8,1007.6,8.0,59.0,39.4,52.9,19.1,1.17,8.7,23.1,716.7,854.7,21,8,1,0,0,0,7426.0,2889.0,5280.583333333333,1748.552020005888
2024-01-08 22:00:00,Z2,3941.0,47.6,Low,Highway,1,0,20.4,60.9,0.0,7.6,1008.2,9.6,76.8,48.7,65.8,25.7,1.36,11.2,30.9,544.2,606.7,22,8,1,0,0,0,4050.0,3364.0,5304.625,1724.860493728722
2024-01-08 23:00:00,Z2,4266.0,46.2,Low,Residential,0,0,23.3,75.4,0.29,15.3,1019.7,8.6,73.8,50.3,62.1,20.6,1.27,12.7,23.6,565.0,636.6,23,8,1,0,0,0,3941.0,2353.0,5384.333333333333,1623.770107594928
2024-01-09 00:00:00,Z2,4062.0,46.6,Low,Commercial,0,0,23.6,69.7,0.0,4.6,1010.5,10.0,74.4,49.8,64.0,22.0,1.3,10.6,37.1,574.9,683.4,0,9,1,1,0,0,4266.0,4282.0,5375.166666666667,1630.8691378916765
2024-01-09 01:00:00,Z2,3996.0,50.1,Low,Highway,0,0,22.4,69.6,0.14,9.6,1009.2,10.0,76.6,46.9,65.1,22.1,1.14,10.2,26.1,535.7,648.0,1,9,1,1,0,0,4062.0,4598.0,5350.083333333333,1647.882670914848
2024-01-09 02:00:00,Z2,4663.0,38.9,Low,Residential,0,0,25.5,74.1,0.0,13.9,1018.9,10.0,68.3,45.1,58.9,18.3,1.14,11.2,18.9,592.4,634.9,2,9,1,1,0,0,3996.0,4760.0,5346.041666666667,1649.511007361212
2024-01-09 03:00:00,Z2,4162.0,45.5,Low,Highway,0,0,26.6,70.1,0.0,7.1,1017.0,9.9,77.3,46.6,73.0,27.7,1.4,9.0,23.6,600.4,639.5,3,9,1,1,0,0,4663.0,4510.0,5331.541666666667,1658.683788801195
2024-01-09 04:00:00,Z2,4481.0,42.0,Low,Commercial,0,0,25.4,71.2,0.49,11.2,1018.1,8.6,80.2,48.9,76.7,23.7,1.12,11.3,37.1,553.4,607.2,4,9,1,1,0,0,4162.0,4954.0,5311.833333333333,1666.157977443047
2024-01-09 05:00:00,Z2,4228.0,44.9,Low,Highway,1,0,27.3,72.8,0.47,12.2,1009.2,9.4,79.3,48.9,67.0,25.2,1.38,13.4,31.9,583.9,652.7,5,9,1,1,0,0,4481.0,4164.0,5314.5,1664.2911795821024
2024-01-09 06:00:00,Z2,4567.0,44.9,Low,Commercial,0,0,27.3,69.8,0.0,6.6,1006.9,10.0,72.7,47.7,59.9,20.9,1.31,13.6,25.2,590.2,666.8,6,9,1,1,0,0,4228.0,3991.0,5338.5,1648.4535308822826
2024-01-09 07:00:00,Z2,7836.0,35.4,High,Residential,0,0,25.4,60.1,0.08,9.7,1013.5,9.9,99.9,58.4,89.9,27.8,1.44,12.8,19.6,574.8,624.5,7,9,1,1,0,1,4567.0,8249.0,5321.291666666667,1618.6355896561317
2024-01-09 08:00:00,Z2,7744.0,31.4,High,Commercial,1,0,27.2,58.3,0.0,9.4,1014.3,10.0,101.5,59.6,90.5,28.6,1.37,13.8,24.2,580.3,724.8,8,9,1,1,0,1,7836.0,8242.0,5300.541666666667,1582.3511944370111
2024-01-09 09:00:00,Z2,8208.0,30.9,High,Commercial,1,0,26.9,62.2,0.0,7.8,1014.5,10.0,97.8,60.5,84.0,28.8,1.4,13.5,26.6,589.5,678.6,9,9,1,1,0,1,7744.0,7536.0,5328.541666666667,1628.8891381169456
2024-01-09 10:00:00,Z2,3643.0,43.8,Low,Commercial,0,0,26.9,55.6,0.41,19.2,1018.9,9.1,64.5,37.6,59.1,22.0,1.04,5.7,37.2,595.2,645.3,10,9,1,1,0,0,8208.0,3795.0,5322.208333333333,1635.3935034822316
2024-01-09 11:00:00,Z2,3958.0,50.5,Low,Highway,0,0,25.9,60.3,0.0,6.9,1006.1,9.8,74.1,45.4,63.4,28.0,1.26,10.3,20.0,577.0,720.8,11,9,1,1,0,0,3643.0,4492.0,5299.958333333333,1650.7404262058128
2024-01-09 12:00:00,Z2,4031.0,48.2,Low,Highway,1,0,21.2,53.3,0.85,14.0,1016.4,7.5,75.2,39.8,78.1,25.2,1.19,12.1,22.1,556.3,666.9,12,9,1,1,0,0,3958.0,3839.0,5307.958333333333,1643.8029999170326
2024-01-09 13:00:00,Z2,4567.0,42.0,Low,Commercial,0,0,20.8,51.4,0.0,8.4,1008.6,10.0,84.7,47.4,69.8,21.7,1.39,12.9,30.9,565.5,644.2,13,9,1,1,0,0,4031.0,4117.0,5326.708333333333,1632.1528988256373
2024-01-09 14:00:00,Z2,4578.0,42.0,Low,Commercial,0,0,22.0,38.1,0.13,5.7,1016.4,9.7,73.8,43.1,67.4,26.1,1.2,11.9,42.3,553.4,658.1,14,9,1,1,0,0,4567.0,4821.0,5316.583333333333,1636.1752036690486
2024-01-09 15:00:00,Z2,5073.0,41.2,Medium,Highway,0,0,21.2,49.2,0.15,10.4,1011.1,10.0,85.0,49.0,76.3,26.6,1.18,11.4,31.8,562.7,604.4,15,9,1,1,0,0,4578.0,4911.0,5323.333333333333,1634.7627847240847
2024-01-09 16:00:00,Z2,4390.0,44.7,Low,Residential,0,0,20.5,46.4,0.0,12.6,1009.7,10.0,88.3,58.7,73.5,23.3,1.56,11.0,19.2,556.2,605.8,16,9,1,1,0,0,5073.0,5433.0,5279.875,1645.548575439339
2024-01-09 17:00:00,Z2,8123.0,28.9,High,Residential,0,0,25.1,46.1,0.0,13.7,1010.6,9.8,95.3,55.0,95.0,31.2,1.45,17.5,45.1,579.8,660.1,17,9,1,1,0,1,4390.0,7492.0,5306.166666666667,1686.9494636039417
2024-01-09 18:00:00,Z2,7130.0,30.3,Medium,Highway,0,0,20.1,52.7,0.42,16.2,1007.2,8.0,91.8,48.7,76.1,25.1,1.41,17.2,37.2,739.5,910.0,18,9,1,1,0,1,8123.0,8361.0,5254.875,1606.8411710287508
2024-01-09 19:00:00,Z2,7731.0,32.5,High,Commercial,0,0,21.1,60.2,0.27,21.8,1013.2,9.7,95.6,59.7,89.2,24.6,1.41,10.4,34.0,708.8,852.7,19,9,1,1,0,1,7130.0,6994.0,5285.583333333333,1648.0369591852552
2024-01-09 20:00:00,Z2,8495.0,33.0,High,Residential,0,0,21.2,61.8,0.0,11.0,1009.9,10.0,107.1,64.3,101.6,35.6,1.67,18.0,29.6,710.2,839.2,20,9,1,1,0,1,7731.0,7426.0,5330.125,1721.2223996082107
2024-01-09 21:00:00,Z2,4153.0,40.0,Low,Highway,0,0,21.4,58.8,0.01,7.3,1016.1,9.6,74.7,50.7,65.2,17.9,1.06,13.1,29.0,734.3,829.6,21,9,1,1,0,0,8495.0,4050.0,5334.416666666667,1718.0172068953236
2024-01-09 22:00:00,Z2,4607.0,44.5,Low,Residential,0,0,20.8,70.6,0.0,11.8,1015.6,10.0,85.5,46.3,75.5,26.5,1.54,11.4,38.7,545.3,633.1,22,9,1,1,0,0,4153.0,3941.0,5362.166666666667,1699.813996644459
2024-01-09 23:00:00,Z2,4716.0,41.4,Low,Residential,0,0,23.3,66.9,0.0,8.9,1019.8,10.0,78.6,45.6,76.1,28.2,1.3,7.2,23.8,540.4,660.2,23,9,1,1,0,0,4607.0,4266.0,5380.916666666667,1689.648379079961
2024-01-10 00:00:00,Z2,4278.0,47.4,Low,Highway,0,0,22.2,73.7,0.0,13.7,1014.5,9.5,73.0,46.7,58.3,22.1,1.24,11.8,38.9,565.3,666.3,0,10,1,2,0,0,4716.0,4062.0,5389.916666666667,1682.879362662507
2024-01-10 01:00:00,Z2,4724.0,37.6,Low,Commercial,0,0,24.1,72.8,0.0,4.8,1015.1,9.8,71.8,41.7,62.2,20.6,1.18,11.0,38.3,575.2,643.2,1,10,1,2,0,0,4278.0,3996.0,5420.25,1663.1069209268494
2024-01-10 02:00:00,Z2,4208.0,42.1,Low,Commercial,0,0,24.6,73.9,0.44,19.5,1018.6,9.9,66.5,36.5,55.9,23.8,1.13,9.2,51.8,572.8,695.0,2,10,1,2,0,0,4724.0,4663.0,5401.291666666667,1674.6675589414808
2024-01-10 03:00:00,Z2,4248.0,42.5,Low,Residential,0,0,26.3,78.5,0.21,13.4,1010.5,9.2,71.2,38.5,54.9,27.2,1.33,10.4,24.1,582.7,685.8,3,10,1,2,0,0,4208.0,4162.0,5404.875,1671.9903867130556
2024-01-10 04:00:00,Z2,4179.0,46.3,Low,Highway,0,0,30.3,68.1,0.85,3.3,1007.0,8.3,72.3,42.4,68.9,17.6,1.22,9.0,26.4,598.6,745.5,4,10,1,2,0,0,4248.0,4481.0,5392.291666666667,1680.3612054546797
2024-01-10 05:00:00,Z2,4905.0,43.1,Low,Highway,0,0,24.4,80.8,0.17,7.2,1013.8,8.3,73.2,46.1,60.3,26.8,1.24,9.1,26.2,551.0,595.6,5,10,1,2,0,0,4179.0,4228.0,5420.5,1665.5838250478037
2024-01-10 06:00:00,Z2,4372.0,47.4,Low,Residential,0,0,28.4,59.0,0.83,13.3,1007.3,7.6,70.3,51.3,68.7,12.8,1.18,8.6,15.8,589.4,724.4,6,10,1,2,0,0,4905.0,4567.0,5412.375,1670.3970320152093
2024-01-10 07:00:00,Z2,8539.5,27.7,High,Commercial,3,0,24.8,61.6,0.02,14.7,1022.8,10.0,124.3,74.2,109.2,43.4,1.8,17.6,33.6,566.7,644.5,7,10,1,2,0,1,4372.0,7836.0,5441.6875,1720.206444969679
2024-01-10 08:00:00,Z2,8390.0,30.1,High,Highway,1,0,26.1,62.6,0.07,4.9,1018.8,10.0,118.0,69.0,107.6,39.5,1.6,20.1,34.8,575.5,637.0,8,10,1,2,0,1,8539.5,7744.0,5468.604166666667,1762.336029863715
2024-01-10 09:00:00,Z2,6848.0,36.9,Medium,Commercial,0,0,27.8,59.7,1.21,12.9,1021.7,6.9,96.8,50.3,81.8,26.2,1.4,15.0,49.2,599.9,702.1,9,10,1,2,0,1,8390.0,8208.0,5411.9375,1690.8375485211861
2024-01-10 10:00:00,Z2,4771.0,43.7,Low,Residential,0,0,25.5,52.6,0.11,2.2,1013.2,9.8,72.1,40.7,71.5,22.4,1.41,10.4,27.8,563.5,636.4,10,10,1,2,0,0,6848.0,3643.0,5458.9375,1654.822624886716
2024-01-10 11:00:00,Z2,4807.0,43.4,Low,Highway,1,0,22.8,49.6,0.0,9.6,1015.2,9.8,86.9,49.8,74.2,26.2,1.29,13.3,33.1,529.5,648.4,11,10,1,2,0,0,4771.0,3958.0,5494.3125,1630.2340176936734
2024-01-10 12:00:00,Z2,4293.0,48.2,Low,Highway,0,0,22.3,49.4,0.21,14.4,1011.2,10.0,83.8,44.0,85.8,23.4,1.55,11.7,28.2,542.4,655.7,12,10,1,2,0,0,4807.0,4031.0,5505.229166666667,1620.8593532522698
2024-01-10 13:00:00,Z2,3618.0,44.5,Low,Residential,0,0,23.4,44.6,0.64,7.8,1016.5,8.1,72.3,36.7,59.9,17.2,1.34,11.8,39.8,561.2,683.1,13,10,1,2,0,0,4293.0,4567.0,5465.6875,1655.9391254597085
2024-01-10 14:00:00,Z2,4617.0,44.5,Low,Residential,1,0,20.3,52.0,0.34,4.0,1008.1,9.5,76.8,41.1,68.9,22.3,1.17,11.9,31.9,542.9,637.6,14,10,1,2,0,0,3618.0,4578.0,5467.3125,1655.0490457234202
2024-01-10 15:00:00,Z2,3899.0,45.2,Low,Residential,1,0,20.9,49.5,0.05,10.6,1002.8,9.6,74.5,47.2,65.8,24.6,1.17,12.8,35.4,544.8,651.2,15,10,1,2,0,0,4617.0,5073.0,5418.395833333333,1684.300945039261
2024-01-10 16:00:00,Z2,4009.0,50.4,Low,Highway,0,0,20.0,51.0,0.15,7.6,1009.8,9.8,81.9,52.3,76.2,28.3,1.31,9.2,36.4,556.8,622.0,16,10,1,2,0,0,3899.0,4390.0,5402.520833333333,1696.1689920367912
2024-01-10 17:00:00,Z2,5815.0,35.6,Medium,Highway,0,0,18.5,44.1,1.55,12.5,1007.2,6.9,68.5,44.9,52.6,23.9,1.39,10.8,25.2,549.3,635.5,17,10,1,2,0,1,4009.0,8123.0,5306.354166666667,1597.7964750349338
2024-01-10 18:00:00,Z2,8358.0,38.8,High,Residential,0,0,22.6,51.5,0.0,6.5,1018.9,9.9,107.6,67.3,99.7,29.1,1.74,14.4,21.9,741.9,844.2,18,10,1,2,0,1,5815.0,7130.0,5357.520833333333,1676.4605279340806
2024-01-10 19:00:00,Z2,7971.0,27.499999999999993,High,Highway,0,0,20.5,53.9,0.14,6.9,1020.3,10.0,99.6,60.9,90.9,29.2,1.56,14.4,28.7,756.5,861.7,19,10,1,2,0,1,8358.0,7731.0,5367.520833333333,1691.8786540357692
2024-01-10 20:00:00,Z2,8418.0,27.499999999999993,High,Highway,1,0,16.9,54.3,0.0,1.9,1007.4,10.0,105.5,64.3,91.1,30.8,1.6,18.7,11.9,727.2,904.2,20,10,1,2,0,1,7971.0,8495.0,5364.3125,1685.7520306876077
2024-01-10 21:00:00,Z2,3801.0,46.2,Low,Highway,0,0,20.8,65.0,0.11,10.7,1018.2,9.7,72.0,43.4,59.6,19.2,1.1,12.9,15.7,726.8,860.8,21,10,1,2,0,0,8418.0,4153.0,5349.645833333333,1698.234162677878
2024-01-10 22:00:00,Z2,3977.0,44.2,Low,Highway,0,0,20.4,64.2,0.07,9.4,1016.8,9.7,66.8,36.7,56.4,19.6,1.1,9.7,19.7,553.8,645.4,22,10,1,2,0,0,3801.0,4607.0,5323.395833333333,1714.9987893212021
2024-01-10 23:00:00,Z2,4665.0,43.7,Low,Commercial,0,0,23.6,73.4,0.0,5.2,1006.7,10.0,69.0,41.9,67.5,20.7,1.17,10.0,26.2,572.7,623.0,23,10,1,2,0,0,3977.0,4716.0,5321.270833333333,1715.8155177207864
2024-01-11 00:00:00,Z2,4459.0,45.0,Low,Commercial,0,0,22.3,67.3,0.0,10.8,1011.4,10.0,85.3,56.8,82.7,30.4,1.42,13.3,27.7,550.8,671.7,0,11,1,3,0,0,4665.0,4278.0,5328.8125,1711.422728840972
2024-01-11 01:00:00,Z2,4334.0,43.9,Low,Commercial,0,0,24.4,82.9,0.09,14.1,1010.7,9.3,76.9,46.5,75.8,24.8,1.42,9.7,46.5,583.9,642.8,1,11,1,3,0,0,4459.0,4724.0,5312.5625,1719.2487572780663
2024-01-11 02:00:00,Z2,4973.0,41.8,Medium,Commercial,0,0,26.3,70.5,0.0,9.1,1016.0,9.8,80.3,54.8,70.5,25.6,1.29,12.6,33.0,556.8,608.5,2,11,1,3,0,0,4334.0,4208.0,5344.4375,1704.9115067721007
2024-01-11 03:00:00,Z2,4528.0,46.9,Low,Residential,0,0,27.6,75.8,0.0,11.1,1008.1,9.5,76.8,42.3,72.1,26.4,1.22,10.8,37.7,583.5,667.9,3,11,1,3,0,0,4973.0,4248.0,5356.104166666667,1698.026514229199
2024-01-11 04:00:00,Z2,4852.0,44.3,Low,Residential,0,0,25.2,77.3,0.42,11.1,1012.6,9.1,78.4,47.4,81.2,18.6,1.2,12.9,26.7,567.9,639.4,4,11,1,3,0,0,4528.0,4179.0,5384.145833333333,1683.2349514316224
2024-01-11 05:00:00,Z2,4731.0,44.0,Low,Commercial,0,0,26.9,68.2,0.0,5.2,1010.3,9.7,75.8,37.4,63.4,20.3,1.23,12.7,32.4,569.7,603.5,5,11,1,3,0,0,4852.0,4905.0,5376.895833333333,1685.7612780294917
2024-01-11 06:00:00,Z2,3959.0,47.2,Low,Highway,0,0,26.8,72.4,0.0,18.2,1014.9,10.0,81.8,48.1,76.1,24.0,1.21,14.5,22.3,568.8,691.0,6,11,1,3,0,0,4731.0,4372.0,5359.6875,1698.524947100841
2024-01-11 07:00:00,Z2,7778.0,33.0,High,Commercial,0,0,26.4,58.4,0.83,8.1,1012.1,8.7,102.1,61.1,94.7,29.9,1.57,17.4,30.2,588.6,621.3,7,11,1,3,0,1,3959.0,8539.5,5327.958333333333,1642.738526897578
2024-01-11 08:00:00,Z2,8233.0,33.2,High,Commercial,0,0,29.6,68.0,0.0,12.6,1010.9,9.5,111.9,66.9,111.8,32.5,1.59,17.9,33.5,592.1,649.0,8,11,1,3,0,1,7778.0,8390.0,5321.416666666667,1630.28015508316
